id,entity_type,name,description,official_url,repository_url,manufacturer,device_type,physical_form,capabilities,processor,accelerator,memory,operating_system,open_source,commercial_status,source_name,source_url,website_status,logo_status,quality_score,updated_at
device:dusty-nv/jetson-voice,device,jetson-voice,ASR/NLP/TTS deep learning inference library for NVIDIA Jetson using PyTorch and TensorRT,,https://github.com/dusty-nv/jetson-voice,dusty-nv,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:nvidia-isaac-ros/isaac_ros_nitros,device,isaac_ros_nitros,NVIDIA Isaac Transport for ROS package for hardware-acceleration friendly movement of messages,,https://github.com/nvidia-isaac-ros/isaac_ros_nitros,NVIDIA-ISAAC-ROS,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:peterlee0127/tensorflow-nvjetson,device,tensorflow-nvJetson,"TensorFlow for NVIDIA Jetson, also include patch and script for building.",https://tfjetson.peterlee.app,https://github.com/peterlee0127/tensorflow-nvjetson,peterlee0127,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:steveseguin/raspberry_ninja,device,raspberry_ninja,"Publish or capture VDO.Ninja streams with Python (Raspberry Pi, Linux, Mac, Windows WSL)",https://raspberry.ninja,https://github.com/steveseguin/raspberry_ninja,steveseguin,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:iwatake2222/play_with_tensorrt,device,play_with_tensorrt,Sample projects for TensorRT in C++,,https://github.com/iwatake2222/play_with_tensorrt,iwatake2222,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:stephendade/rpanion-server,device,Rpanion-server,Web-based configurator for companion computers of MAVLink vehicles,https://docs.rpanion.com/software/rpanion-server,https://github.com/stephendade/rpanion-server,stephendade,AI Workstation,Standalone Appliance,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:nihui/ncnn-small-board,device,ncnn-small-board,ncnn benchmark on various single board computers,,https://github.com/nihui/ncnn-small-board,nihui,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:nvidia-ai-iot/clip-distillation,device,clip-distillation,Zero-label image classification via OpenCLIP knowledge distillation,,https://github.com/nvidia-ai-iot/clip-distillation,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:thehapyone/nanocamera,device,NanoCamera,A simple to use camera interface for the Jetson Nano for working with USB and CSI cameras in Python.,,https://github.com/thehapyone/nanocamera,thehapyone,AI Camera,Smart Camera Appliance,vision_processing,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:noahmr/yolov5-tensorrt,device,yolov5-tensorrt,Real-time object detection with YOLOv5 and TensorRT,,https://github.com/noahmr/yolov5-tensorrt,noahmr,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:nvidia-isaac-ros/isaac_ros_image_segmentation,device,isaac_ros_image_segmentation,"NVIDIA-accelerated, deep learned semantic image segmentation",,https://github.com/nvidia-isaac-ros/isaac_ros_image_segmentation,NVIDIA-ISAAC-ROS,AI Accelerator / Edge Dev Kit,Single Board Computer,vision_processing,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:bharath5673/deepstream,device,Deepstream,"yolov3, yolo12, dino, segmenations, face, pose, keypoints on deepstream",,https://github.com/bharath5673/deepstream,bharath5673,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:azerty01-bit/ernie-ai-windows,device,Ernie-AI-Windows,"Ernie-AI-Windows is an innovative artificial intelligence software tailored specifically for Windows operating systems, delivering cutting-edge AI capabilities for enhanced user experience and productivity. Through advanced algorithms and intuitive interfaces, Ernie-AI-Windows streamlines tasks and offers personalized recommendations to optimize wo",,https://github.com/azerty01-bit/ernie-ai-windows,Azerty01-bit,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,True,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:machine-learning-tokyo/edgeaicontest3,device,EdgeAIContest3,This repository present MLT Team solution for the The 3rd AI Edge Contest.,,https://github.com/machine-learning-tokyo/edgeaicontest3,Machine-Learning-Tokyo,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:enthropy7/yscv,device,YSCV,Rust-native framework for Edge AI CV inference.,,https://github.com/enthropy7/yscv,enthropy7,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:shivamim/finance_agenticai,device,Finance_AgenticAI,"Financial Agentic AI redefines financial analysis by integrating cutting-edge AI with real-time web search capabilities. This multi-agent system brings together financial insights and web intelligence to deliver precise, actionable, and up-to-date stock market information, all tailored to your needs.",,https://github.com/shivamim/finance_agenticai,shivamim,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:stmicroelectronics/edge-ai-docs-assets,device,edge-ai-docs-assets,git repo to illustrates and supports the STM32 AI wiki articles,https://wiki.st.com/stm32mcu/wiki/Artificial_Intelligence_overview,https://github.com/stmicroelectronics/edge-ai-docs-assets,STMicroelectronics,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:yashbhadange2006/tinyai,device,TinyAI,"On-device AI assistant for Android built with Kotlin, featuring local LLM inference, offline AI capabilities, and edge AI experimentation.",,https://github.com/yashbhadange2006/tinyai,YashBhadange2006,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,True,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:tr1bunal9/cybernetic,device,cybernetic,"Cybernetic is a cutting-edge AI-driven platform that enhances human-machine collaboration. It integrates advanced automation, data analytics, and neural interfaces to optimize decision-making and performance. Designed for innovation, Cybernetic bridges the gap between technology and human potential.",,https://github.com/tr1bunal9/cybernetic,tr1bunal9,Physical AI Interface,Sensor Node,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:muhammedgolec/edgeaisim,device,EdgeAISIM,[MS 24] EdgeAISim: A Toolkit for Simulation and Modelling of AI Models in Edge Computing Environments,,https://github.com/muhammedgolec/edgeaisim,MuhammedGolec,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, sensor_fusion",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:hazrat-ali9/artificial-intelligence,device,Artificial-Intelligence,🤖 Artificial 👻 Intelligence 🙉 Toolbox 🤢 ultimate 🥶 open 🤡 source 🍎 suite 🍏 building 🌰 intelligent 🫑 systems 🥝 This 🍔 repository 🥬 brings 🏕 together 🕌 cutting 🏠 edge AI 🏪 models 🚂 powerful 🎳 algorithms 🏐 and hands ⚽ on tools 🥎machine ⛸ learning 🎮 deep 🚚 learning ✈ and 🚀 beyond 🛸 Automated 🚁 scripts 🚟 datasets ☂,,https://github.com/hazrat-ali9/artificial-intelligence,Hazrat-Ali9,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:espressif/esp-vision,device,esp-vision,Low-Code Edge AI & Computer Vision Framework for Espressif SoCs,,https://github.com/espressif/esp-vision,espressif,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:camthink-ai/neomind,device,NeoMind,NeoMind is a Rust-based edge AI platform that enables autonomous device management and automated decision-making through Large Language Models (LLMs).,,https://github.com/camthink-ai/neomind,camthink-ai,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:scottcjn/aqua-sophia,device,aqua-sophia,Edge AI SCADA for hydroponic crop monitoring — Gemma 4 function calling on NFT systems. Kaggle competition entry.,,https://github.com/scottcjn/aqua-sophia,Scottcjn,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:mykeura/deepseek-r1-locally-for-android,device,deepseek-r1-locally-for-android,"Run DeepSeek R1 AI Locally on Your Android Device! Experience DeepSeek R1, a cutting-edge AI model, on Android—no internet needed! Install and run it using Termux and Arch Linux.",,https://github.com/mykeura/deepseek-r1-locally-for-android,mykeura,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:omnixri/ntust_edgeai_2023,device,NTUST_EdgeAI_2023,,,https://github.com/omnixri/ntust_edgeai_2023,OmniXRI,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:26:10.817289+00:00
device:efinix-inc/evsoc,device,evsoc,"This repo is for Edge Vision SoC framework, which facilitates quick porting of users' design for Edge AI and Vision solutions.",,https://github.com/efinix-inc/evsoc,Efinix-Inc,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:karmakamikaze/chatrpg,device,ChatRPG,"Welcome to ChatRPG, where your journey into the world of fantasy is powered by cutting-edge AI.  Immerse yourself in endless possibilities, embark on epic adventures, and shape your own destiny  in this choose-your-own-adventure (CYOA) game.",,https://github.com/karmakamikaze/chatrpg,KarmaKamikaze,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:texasinstruments/edgeai-gst-apps,device,edgeai-gst-apps,Gstreamer based Edge AI reference application,,https://github.com/texasinstruments/edgeai-gst-apps,TexasInstruments,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:open-edge-platform/edge-ai-tuning-kit,device,edge-ai-tuning-kit,"The Edge AI Tuning Kit is a comprehensive solution for creating, tailoring, and implementing AI models in the edge platform.",,https://github.com/open-edge-platform/edge-ai-tuning-kit,open-edge-platform,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:ysyisyourbrother/jupiter,device,Jupiter,"Jupiter is a fast, scalable, and resource-efficient collaborative edge-AI system for generative LLM inference.",,https://github.com/ysyisyourbrother/jupiter,ysyisyourbrother,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:omnixri/edge_ai_tinyml_course_2024,device,Edge_AI_TinyML_Course_2024,OmniXRI's Edge AI & TinyML小學堂-課程資料,,https://github.com/omnixri/edge_ai_tinyml_course_2024,OmniXRI,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:te-yoshinorioota/spresense-lowpower-edgeai,device,Spresense-LowPower-EdgeAI,"Sample projects for ""Get started Low Power Edge AI with Spresense""",,https://github.com/te-yoshinorioota/spresense-lowpower-edgeai,TE-YoshinoriOota,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:zscole/ai-poc-daily,device,ai-poc-daily,Daily proof-of-concept implementations of cutting-edge AI advancements,,https://github.com/zscole/ai-poc-daily,zscole,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:m4rkus28/nexora,device,Nexora,This project is a full-stack application designed to deliver cutting-edge AI solutions for personalized learning assistance. It leverages a powerful Python backend and a modern React frontend to offer an innovative educational platform.,,https://github.com/m4rkus28/nexora,M4RKUS28,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:arshvermagit/raw.ai,device,RAW.AI,"🎭 Transform AI-generated text into authentic human writing. Bypass GPTZero, Turnitin & all major AI detectors with 99.8% success. React + Supabase + Edge AI. 50+ languages. <3s response time. ⚡",https://rawai-arshvermagit.vercel.app,https://github.com/arshvermagit/raw.ai,ArshVermaGit,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:shiinama/easy-business-ai,device,easy-business-ai,A minimal and cutting-edge AI project template for validating business ideas,https://linkai.website,https://github.com/shiinama/easy-business-ai,Shiinama,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:dhatchineshbheemrao/smart-campus-energy-optimization,device,SMART-CAMPUS-ENERGY-OPTIMIZATION,"Smart Campus Energy Management System using IoT, Edge AI, and ML to monitor, analyze, and optimize real-time energy consumption in campuses. Features smart grid control, automated appliances, AI leakage detection, and mobile + AR visualization for sustainable energy use.",,https://github.com/dhatchineshbheemrao/smart-campus-energy-optimization,DhatchineshBheemRao,AI Camera,Smart Camera Appliance,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:dvillevald/hand_gesture_classifier,device,hand_gesture_classifier,Make your own hand command classifier and deploy on Edge AI device - Google AIY Vision kit,https://hackster.io/dvillevald/hand-command-recognizer-on-google-aiy-vision-kit-3786f6,https://github.com/dvillevald/hand_gesture_classifier,dvillevald,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:devanik21/isro_mining_site_final_app,device,ISRO_Mining_Site_FINAL_APP,"Galactic Mining Hub is an advanced Machine Learning-based platform designed to revolutionize space mining exploration. By leveraging cutting-edge AI technologies, this project assists in the exploration and evaluation of potential mining sites across various celestial bodies.",,https://github.com/devanik21/isro_mining_site_final_app,Devanik21,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:araobp/image-features,device,image-features,Image features for edge AI,,https://github.com/araobp/image-features,araobp,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:igorrendulic/video-edge-ai-proxy,device,video-edge-ai-proxy,"A network of cameras, can be accessed through a simple GRPC interface, where Machine Learning algorithms can do various Computer Vision tasks",,https://github.com/igorrendulic/video-edge-ai-proxy,igorrendulic,AI Camera,Smart Camera Appliance,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:omnixri/ntust_edgeai_2022,device,NTUST_EdgeAI_2022,臺灣科技大學資訊工程系人工智慧與邊緣運算實務 ( CS5149701 ) 2022課程講義及範例,,https://github.com/omnixri/ntust_edgeai_2022,OmniXRI,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:nullbyte91/intel-edge-ai-for-iot,device,Intel-Edge-AI-for-IoT,Intel® Distribution of OpenVINO™ Toolkit Examples and Optimization,,https://github.com/nullbyte91/intel-edge-ai-for-iot,nullbyte91,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:esa-philab/pynas,device,pynas,Evolutionary framework for edge AI deployment on satellites,https://sirbastiano.github.io/pynas-docs,https://github.com/esa-philab/pynas,ESA-PhiLab,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:vask006/hcv-v2x-predictive-risk-mitigation,device,hcv-v2x-predictive-risk-mitigation,"Edge AI and V2X proof-of-concept for predictive risk mitigation in heavy commercial vehicles using camera, GPS, telemetry, and real-time risk scoring.",https://anandkumars.com/projects,https://github.com/vask006/hcv-v2x-predictive-risk-mitigation,Vask006,AI Camera,Smart Camera Appliance,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:amhd/jamming-detection-in-iot-wireless-networks-an-edge-ai-based-approach,device,Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach,Jamming Detection in IoT Wireless Networks using TinyML -- Code and Dataset,,https://github.com/amhd/jamming-detection-in-iot-wireless-networks-an-edge-ai-based-approach,AMHD,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:yousiefsameh/vibecraft,device,VibeCraft,"VibeCraft is a cutting-edge AI-powered website builder that combines the latest web technologies with artificial intelligence to streamline the website creation process. Build, deploy, and manage beautiful websites with the power of AI.",https://vibe-craft-ten.vercel.app,https://github.com/yousiefsameh/vibecraft,YousiefSameh,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
