Record ID,Robot Name,Description,Manufacturer,Robot Type,Form Factor,Commercial Status,Official Website,Source,Source URL,Website Verified
robot:avishkasandeepa/webots-autonomous-mobile-robot,webots-Autonomous-Mobile-Robot,All the project files related to the development of an autonomous mobile robot using WEBOTS simulation platform for UOM's EN2532 - Robot Design and Competition Module,AvishkaSandeepa,Mobile Robot (AMR),,Research Platform,https://github.com/AvishkaSandeepa/webots-Autonomous-Mobile-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:nicolasalan/reinforcement,reinforcement,Deep Reinforcement Learning for Real Autonomous Mobile Robot Navigation,Nicolasalan,Mobile Robot (AMR),,Research Platform,https://github.com/Nicolasalan/reinforcement,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:furo-org/cageplugin,CagePlugin,Autonomous mobile robot simulator plugin for UE4,furo-org,Mobile Robot (AMR),,Research Platform,https://github.com/furo-org/CagePlugin,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:lukevanin/autonomous-robot,autonomous-robot,Make an autonomous mobile robot using your LiDAR capable iOS device and Lego® Mindstorms Robot Inventor or Spike Prime,lukevanin,Mobile Robot (AMR),,Research Platform,https://github.com/lukevanin/autonomous-robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:cao-yu/drl-autonomous-path-following,DRL-Autonomous-Path-Following,Official implementation for the paper “Path Following for Autonomous Mobile Robots with Deep Reinforcement Learning”. A fully Python-based DRL framework for autonomous mobile robot path following on predefined (random) paths.,cao-yu,Mobile Robot (AMR),,Commercial Product,https://doi.org/10.3390/s24020561,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:aayushmishramechatronics/vamr_msd,vamr_msd,Vision-Assisted Autonomous Mobile Robot with Mission-Level Task Scheduling and Docking in ROS2-Humble,aayushmishramechatronics,Mobile Robot (AMR),,Research Platform,https://github.com/aayushmishramechatronics/vamr_msd,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:dadananjesha/path-planning-for-intelligent-mobile-robots,Path-Planning-for-Intelligent-Mobile-Robots,Path Planning for Intelligent Mobile Robots  A comprehensive framework for advanced path planning algorithms used in autonomous mobile robots.,DadaNanjesha,Mobile Robot (AMR),,Research Platform,https://github.com/DadaNanjesha/Path-Planning-for-Intelligent-Mobile-Robots,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:ajbhandurge/gatibot-differential-drive-robot-for-slam-and-navigation,Gatibot-Differential-Drive-Robot-for-SLAM-and-Navigation,"The official SVR Robotics repository for Gati Bot: A high-precision, fully autonomous mobile robot platform designed for professional-grade navigation and industrial research.",AJBhandurge,Mobile Robot (AMR),,Research Platform,https://github.com/AJBhandurge/Gatibot-Differential-Drive-Robot-for-SLAM-and-Navigation,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:harshonyou/autonomous-item-retrieval,autonomous-item-retrieval,"autonomous mobile robot system for item retrieval within a simulated environment | demonstrates an integrated approach to autonomous exploration, obstacle avoidance, item detection, retrieval, and efficient navigation back to a home zone",harshonyou,Mobile Robot (AMR),,Commercial Product,https://harshonyou.github.io/Autonomous-Item-Retrieval/report.pdf,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:raed-houimli/robonavai,RoboNavAI,"Autonomous mobile robot (AMR) built with ROS 2 Humble for indoor navigation using LiDAR, camera vision, and ultrasonic sensors as a part of University Project with a CI pipeline simulated on gazebo and deployed on jetson xavier.",raed-houimli,Mobile Robot (AMR),,Research Platform,https://github.com/raed-houimli/RoboNavAI,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:space-gamer/fredbots,fredbots,"FRedBots is a ROS-based multi-robot warehouse automation system using Q-learning for real-time path planning, task scheduling, and collision avoidance. Presented at ICCCR 2025 (Hangzhou, China), the project demonstrates scalable reinforcement learning integration for autonomous mobile robots in simulated warehouse environments.",Space-Gamer,Mobile Robot (AMR),,Research Platform,https://github.com/Space-Gamer/fredbots,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:faaizz/tuk_seminar,tuk_seminar,Seminar on MPC based Path Tracking using Potential Field for Autonomous Mobile Robots,Faaizz,Mobile Robot (AMR),,Research Platform,https://github.com/Faaizz/tuk_seminar,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:ncsu-yoon-lab/project-oval,project-oval,This is the code for our lab's autonomous mobile robot,ncsu-yoon-lab,Mobile Robot (AMR),,Research Platform,https://github.com/ncsu-yoon-lab/project-oval,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:robotics-kosta/amr-localization-with-extended-kalman-filter-and-lidar-sensor,AMR-Localization-with-Extended-Kalman-Filter-and-Lidar-sensor,Fixing localisation of autonomous mobile robot (TurtleBot3) using Extended Kalman Filter and Lidar sensor.,Robotics-kosta,Mobile Robot (AMR),,Research Platform,https://github.com/Robotics-kosta/AMR-Localization-with-Extended-Kalman-Filter-and-Lidar-sensor,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:czagrzebski/ros-amr,ROS-AMR,"An autonomous mobile robot built with a MEGA 2560, L298N Driver, DG01D-E DC Motor w/ Encoder, Bosch BNO055, Raspberry Pi 4, and RPLIDAR A1M8. ",czagrzebski,Mobile Robot (AMR),,Research Platform,https://github.com/czagrzebski/ROS-AMR,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:leksialevin7700/copellia-patrol,copellia-patrol,"Autonomous mobile robot simulation in CoppeliaSim with zone-based behavior, obstacle avoidance, and LED indicators. Includes Lua scripts and scene files for easy testing and modification",leksialevin7700,Mobile Robot (AMR),,Research Platform,https://github.com/leksialevin7700/copellia-patrol,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:ajbhandurge/robomuse_ui--amr-ui-for-c4i4,ROBOMUSE_UI--AMR-UI-For-C4I4,"A production-grade, full-stack Web UI for the Autonomous Mobile Robot (AMR). Engineered with ROS 2 Humble and Nav2, featuring real-time SLAM, waypoint-based mission control, AprilTag-guided docking, and a fully autonomous delivery pipeline triggered by integrated load-cell data.",AJBhandurge,Mobile Robot (AMR),,Research Platform,https://github.com/AJBhandurge/ROBOMUSE_UI--AMR-UI-For-C4I4,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:awmr22/autonomous-mobile-robot,Autonomous-Mobile-Robot,,AWMR22,Mobile Robot (AMR),,Research Platform,https://github.com/AWMR22/Autonomous-Mobile-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:neobotix/rox,rox,ROX is a roboust and modular Autonomous Mobile Robot(AMR) with different omnidirectional and differential kinematics variants. ,neobotix,Mobile Robot (AMR),,Commercial Product,https://neobotix-robots.com/products/mobile-robots/mobile-robot-rox,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:dominikgithub/agv,AGV,"Autonomous Mobile Robot, LiDAR SLAM",DominikGithub,Mobile Robot (AMR),,Research Platform,https://github.com/DominikGithub/AGV,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:ngonguyenvu/autonomous-mobile-robot,Autonomous-Mobile-Robot,"AuBot is an omnidirectional mobile robot platform powered by ROS 2 Humble and Intel NUC. Features include SLAM, autonomous navigation, obstacle avoidance, map exploration, and AI perception.",NgoNguyenVu,Mobile Robot (AMR),,Research Platform,https://github.com/NgoNguyenVu/Autonomous-Mobile-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:nj-ramadhan/polman-mbd-ros2-polebot-amr,polman-mbd-ros2-polebot-amr,Autonomous Mobile Robot (AMR) using ROS2 framework developed in Bandung Polytechnic for Manufacturing (Polman Bandung),nj-ramadhan,Mobile Robot (AMR),,Research Platform,https://github.com/nj-ramadhan/polman-mbd-ros2-polebot-amr,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:siddarth09/rusty,Rusty,"Rusty is autonomous mobile robot, used  in warehouse automation and home service application for pick and drop",siddarth09,Mobile Robot (AMR),,Research Platform,https://github.com/siddarth09/Rusty,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:suneshsundarasami/comprehensive-navigation-system-for-autonomous-mobile-robots,Comprehensive-Navigation-System-for-Autonomous-Mobile-Robots,"ROS2-based navigation framework for autonomous mobile robots integrating path planning, localization, and exploration on the Robile platform.",SuneshSundarasami,Mobile Robot (AMR),,Research Platform,https://github.com/SuneshSundarasami/Comprehensive-Navigation-System-for-Autonomous-Mobile-Robots,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:torreskai0722/followme,FollowMe,Development of an indoor autonomous mobile robots.,Torreskai0722,Mobile Robot (AMR),,Research Platform,https://github.com/Torreskai0722/FollowMe,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:spacewalker31552/finalproject-collaboration-of-autonomous-mobile-robots-with-different-wheel-types-in-transportation,FinalProject-Collaboration-of-Autonomous-Mobile-Robots-with-Different-Wheel-Types-in-Transportation,My Bachelor Degree Final Project at KMUTT (PRE496-PRE497),SPACEWALKER31552,Mobile Robot (AMR),,Research Platform,https://github.com/SPACEWALKER31552/FinalProject-Collaboration-of-Autonomous-Mobile-Robots-with-Different-Wheel-Types-in-Transportation,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:surfertas/amr_core,amr_core,Packages related to autonomous mobile robots using Deep Learning and Reinforcement algorithms,surfertas,Mobile Robot (AMR),,Research Platform,https://github.com/surfertas/amr_core,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:0xdigimon/intelligent-mobile-robot-imr,Intelligent-Mobile-Robot-IMR,we built an autonomous mobile robot called IMR ( Intelligent Mobile Robot )                                              discover our website from URL: https://mostafasaleh1.github.io/graduation-project-website/,0xDigimon,Mobile Robot (AMR),,Research Platform,https://github.com/0xDigimon/Intelligent-Mobile-Robot-IMR,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:yazanrihan/campus-courier,Campus-Courier,Campus Courier is a autonomous mobile robot that is designated to operate within the campus of University of Sharjah. Its main mission is to navigate autonomously from one room to another on the campus transporting a load. This repo contains the ROS2 packages used for it to operate,YazanRihan,Mobile Robot (AMR),,Research Platform,https://github.com/YazanRihan/Campus-Courier,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:lavahawk0123/auto-dock,Auto-Dock,A repository that contains a simulation and automation pipeline for an Autonomous Mobile Robot(AMR) to detect and dock autonomously dock into a charging station using Deep Learning and ROS,LavaHawk0123,Mobile Robot (AMR),,Research Platform,https://github.com/LavaHawk0123/Auto-Dock,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:logesh1516/nikiro_simulation,Nikiro_simulation,"Nikiro is a ROS 2-based Autonomous Mobile Robot (AMR) platform designed for indoor navigation using a differential drive system. Built with modularity and simulation in mind, Nikiro leverages Gazebo, RViz, and Nav2 for SLAM, localization, and path planning.This repo focuses on the simulation of the mycobot and amr.",logesh1516,Mobile Robot (AMR),,Research Platform,https://github.com/logesh1516/Nikiro_simulation,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:basavarajnavalgund/workplace-service-robot,Workplace-Service-Robot,"Autonomous Mobile Robot (AMR), a holonomic drive with 4 mecanum-wheels. It autonomously maps an environment, localizes itself, and navigate to pick-up and drop-off objects in a simulated environment.",basavarajnavalgund,Mobile Robot (AMR),,Research Platform,https://github.com/basavarajnavalgund/Workplace-Service-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:youngstar152/autonomous-mobile-robot-reinforcement-learning,Autonomous-Mobile-Robot-Reinforcement-Learning,Autonomous Mobile Robot with Moving Obstacle Avoidance Based on Simulation and Reinforcement Learning,youngstar152,Mobile Robot (AMR),,Research Platform,https://github.com/youngstar152/Autonomous-Mobile-Robot-Reinforcement-Learning,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:breadli428/eth-autonomous-mobile-robots,eth-autonomous-mobile-robots,,breadli428,Mobile Robot (AMR),,Research Platform,https://github.com/breadli428/eth-autonomous-mobile-robots,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:moez-la/autonomous-mobile-robot-ros2,Autonomous-mobile-robot-ros2,"ROS2 Humble mobile robot simulation — differential drive URDF, 2D LiDAR, SLAM mapping (slam_toolbox), teleoperation, custom Gazebo world. Docker deployment.",Moez-La,Mobile Robot (AMR),,Research Platform,https://github.com/Moez-La/Autonomous-mobile-robot-ros2,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:avnishgupta143/ddpg_amr_control,DDPG_AMR_Control,This repo contains code for DDPG based controller for autonomous mobile robot. ,AvnishGupta143,Mobile Robot (AMR),,Research Platform,https://github.com/AvnishGupta143/DDPG_AMR_Control,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:tinker-twins/path_planning_algorithms_for_autonomous_mobile_robots,Path_Planning_Algorithms_For_Autonomous_Mobile_Robots,This repository contains path planning algorithms for autonomous mobile robots.,Tinker-Twins,Mobile Robot (AMR),,Research Platform,https://github.com/Tinker-Twins/Path_Planning_Algorithms_For_Autonomous_Mobile_Robots,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:paulus-seo/audi-git-turtlebot3_autorace,AuDi-GIT-turtlebot3_autorace,Program development for driving autonomous mobile robot,paulus-seo,Mobile Robot (AMR),,Research Platform,https://github.com/paulus-seo/AuDi-GIT-turtlebot3_autorace,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:dtonderski/reseal,ReSEAL,Autonomous Mobile robot for Better Exploration and Recognition,dtonderski,Mobile Robot (AMR),,Research Platform,https://github.com/dtonderski/ReSEAL,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:amysong-robotics/ros2-mobile-manipulator,ros2-mobile-manipulator,"A versatile ROS 2 autonomous mobile robot featuring SLAM mapping, navigation, object manipulation, and intuitive voice/gesture control interfaces.",amysong-robotics,Industrial Arm,,Research Platform,https://github.com/amysong-robotics/ros2-mobile-manipulator,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:marcus-techtile/ivastbot,IVASTbot,A complete ROS workspace for an autonomous mobile robot,Marcus-techtile,Mobile Robot (AMR),,Research Platform,https://github.com/Marcus-techtile/IVASTbot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:kmyming/cde2310_g10_2526,CDE2310_G10_2526,"Fundamentals of System Design: A ROS2-based Autonomous Mobile Robot (AMR) using LiDAR, RPi Camera & Rack & Pinion Spring-Loaded Launcher for warehouse environment deployment",Kmyming,Mobile Robot (AMR),,Research Platform,https://github.com/Kmyming/CDE2310_G10_2526,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:g6014552898/p3dx_nav,p3dx_nav,ROS based Autonomous Mobile Robot Navigation using 2D LiDAR and RGB-D Camera,g6014552898,Mobile Robot (AMR),,Research Platform,https://github.com/g6014552898/p3dx_nav,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:yehiaelkh/turtle_navigation,turtle_navigation,"ROS 2 navigation algorithms (PID, FSM, Potential Fields) for autonomous mobile robots | TurtleSim implementation...",YehiaElkh,Mobile Robot (AMR),,Research Platform,https://github.com/YehiaElkh/turtle_navigation,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:lorenz0leoncin1/ros-autonomous-navavigation-behaviortrees,ROS-Autonomous-Navavigation-BehaviorTrees,Development and integration in ROS of Behavior Trees for an autonomous mobile robot created through vocal interactions,lorenz0leoncin1,Mobile Robot (AMR),,Research Platform,https://github.com/lorenz0leoncin1/ROS-Autonomous-Navavigation-BehaviorTrees,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:aalsharkawi2/txros,TxROS,Twist message subscriber from a ROS-based autonomous mobile robot to the same robot in Tecnomatix Process Simulate environment.,aalsharkawi2,Mobile Robot (AMR),,Research Platform,https://github.com/aalsharkawi2/TxROS,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:skunal3318/mapperbot-ros2,MapperBot-ROS2,"A fully autonomous mobile robot built using ROS 2 Humble, Gazebo, and Nav2, capable of mapping, localization, and goal-based navigation in a custom simulation environment.",skunal3318,Mobile Robot (AMR),,Research Platform,https://github.com/skunal3318/MapperBot-ROS2,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:stardust-xchh/ros2-autofetch-slam-nav2,ROS2-AutoFetch-SlAM-Nav2,"This open-source project presents an autonomous mobile robot solution built on ROS 2. It is designed to perform simultaneous mapping, patrolling, and targeted object retrieval in complex environments.",StarDust-XCHH,Industrial Arm,,Research Platform,https://github.com/StarDust-XCHH/ROS2-AutoFetch-SlAM-Nav2,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:skunal3318/indusnav-amr,IndusNav-AMR,"An Autonomous Mobile Robot (AMR) simulation stack for ROS 2 Jazzy and Gazebo, featuring a full Nav2 integration, MPPI control, and a custom state-machine for battery-aware autonomous docking.",skunal3318,Mobile Robot (AMR),,Research Platform,https://github.com/skunal3318/IndusNav-AMR,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:mahesh-saravanan/deep_rl_for_mobile_robot_autonomy,Deep_RL_for_Mobile_Robot_Autonomy,"Explore deep reinforcement learning for autonomous mobile robots with this repository. It features a custom environment for training, virtual model testing, and real-world deployment on Nvidia Jetracer Pro powered with Jetson Nano. Train and assess AI model in Both Virtually and Physically",Mahesh-Saravanan,Mobile Robot (AMR),,Research Platform,https://github.com/Mahesh-Saravanan/Deep_RL_for_Mobile_Robot_Autonomy,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:zer0-dayy/homeguard,HomeGuard,"The project is an autonomous mobile robotic platform designed around the STM32F439I microcontroller. Its purpose is to navigate indoor environments autonomously, collect environmental data, and transmit that data wirelessly to a remote processing system equipped with a local AI model for analysis and alerting.",Zer0-Dayy,Mobile Robot (AMR),,Research Platform,https://github.com/Zer0-Dayy/HomeGuard,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:nomeera/nomeer_robot,nomeer_robot,Autonomous Mobile Robot | ROS,nomeera,Mobile Robot (AMR),,Research Platform,https://github.com/nomeera/nomeer_robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:kamibukuro5656/autonomous_mobile_robot,Autonomous_Mobile_Robot,,kamibukuro5656,Mobile Robot (AMR),,Research Platform,https://github.com/kamibukuro5656/Autonomous_Mobile_Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:hypernova26/hypernova-robot,hypernova-robot,Autonomous mobile robot project by HYPERNOVA.,HyperNova26,Mobile Robot (AMR),,Research Platform,https://github.com/HyperNova26/hypernova-robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:atomoclast/autonomous_mobile_robot,autonomous_mobile_robot,The Autonomous Mobile Robot (AMR) is a capstone project for a robotics specialization program through Penn.,atomoclast,Mobile Robot (AMR),,Research Platform,https://github.com/atomoclast/autonomous_mobile_robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:ongaroleandro/autonomous-mobile-robot,autonomous-mobile-robot,,ongaroleandro,Mobile Robot (AMR),,Research Platform,https://github.com/ongaroleandro/autonomous-mobile-robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:prajwalbbharadwaj/autonomous-mobile-robot,Autonomous-Mobile-Robot,"Turtlebot3 performing autonomous navigation in a directed maze. Usage of ROS2, Turtlebot3 packages, Python, RViz, Gazebo, scikitlearn",PrajwalBBharadwaj,Mobile Robot (AMR),,Research Platform,https://github.com/PrajwalBBharadwaj/Autonomous-Mobile-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:islee/me597,ME597,Autonomous Mobile Robotics,islee,Mobile Robot (AMR),,Research Platform,https://github.com/islee/ME597,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:pfontana96/visual-odometry,visual-odometry,ROS based autonomous mobile robot,pfontana96,Mobile Robot (AMR),,Research Platform,https://github.com/pfontana96/visual-odometry,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:dhaval491/localization-and-path-planning-of-autonomous-mobile-robot,Localization-and-Path-Planning-of-Autonomous-mobile-robot,The MATLAB code that I have implemented for vision guided autonomous mobile robot,dhaval491,Mobile Robot (AMR),,Research Platform,https://github.com/dhaval491/Localization-and-Path-Planning-of-Autonomous-mobile-robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:yemanegm1101/autonomous-mobile-robot-slam-navigation-on-2d-map,Autonomous-Mobile-Robot-SLAM-Navigation-on-2D-Map,"An integrated Python-based robotics simulation environment featuring occupancy grid mapping, Lidar raycasting, A path planning*, and real-time telemetry. This project demonstrates a full-stack robotics pipeline, from raw sensor processing to high-level motion planning.",yemanegm1101,Mobile Robot (AMR),,Research Platform,https://github.com/yemanegm1101/Autonomous-Mobile-Robot-SLAM-Navigation-on-2D-Map,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:kimtj5521/amr_simulator,AMR_simulator,Autonomous Mobile Robot (AMR) gazebo simulator,kimtj5521,Mobile Robot (AMR),,Research Platform,https://github.com/kimtj5521/AMR_simulator,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:aksharc2/towards-high-quality-battery-life-for-autonomous-mobile-robot-fleets,Towards-High-Quality-Battery-Life-for-Autonomous-Mobile-Robot-Fleets,"TCM, a Task allocation and Charging Manager for AMR fleets. TCM allocates objective tasks to AMRs and schedules their charging times at the available charging stations for minimized task downtime and maximized AMR batteries’ quality of life. ",aksharc2,Mobile Robot (AMR),,Research Platform,https://github.com/aksharc2/Towards-High-Quality-Battery-Life-for-Autonomous-Mobile-Robot-Fleets,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:madkaikaratharva/me5413_final_project_group_17,ME5413_Final_Project_Group_17,Autonomous Mobile Robotics Final Project Navigation stack,madkaikaratharva,Mobile Robot (AMR),,Research Platform,https://github.com/madkaikaratharva/ME5413_Final_Project_Group_17,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:namanxkumar/amr,amr,*An autonomous mobile robot platform built from scratch.,namanxkumar,Mobile Robot (AMR),,Research Platform,https://github.com/namanxkumar/amr,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:cesarhcq/rplidar_ros,rplidar_ros,Autonomous Mobile Robot for Industrial and Logistic Fields,cesarhcq,Mobile Robot (AMR),,Research Platform,https://github.com/cesarhcq/rplidar_ros,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
