id,entity_type,name,description,official_url,repository_url,provider,model_family,architecture,parameter_count,context_length,modalities,license,open_weights,source_name,source_url,website_status,logo_status,quality_score,updated_at
model:hf:google--embeddinggemma-300m,MODEL,embeddinggemma-300m,,,https://huggingface.co/google/embeddinggemma-300m,google,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:baai--bge-base-en,MODEL,bge-base-en,,,https://huggingface.co/BAAI/bge-base-en,BAAI,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:xenova--bge-base-en-v1.5,MODEL,bge-base-en-v1.5,,,https://huggingface.co/Xenova/bge-base-en-v1.5,Xenova,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:deepseek-ai--deepseek-ocr,MODEL,DeepSeek-OCR,,,https://huggingface.co/deepseek-ai/DeepSeek-OCR,deepseek-ai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:baidu--unlimited-ocr,MODEL,Unlimited-OCR,,,https://huggingface.co/baidu/Unlimited-OCR,baidu,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:facebook--w2v-bert-2.0,MODEL,w2v-bert-2.0,,,https://huggingface.co/facebook/w2v-bert-2.0,facebook,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:nomic-ai--nomic-embed-text-v2-moe,MODEL,nomic-embed-text-v2-moe,,,https://huggingface.co/nomic-ai/nomic-embed-text-v2-moe,nomic-ai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:facebook--sam3,MODEL,sam3,,,https://huggingface.co/facebook/sam3,facebook,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:jinaai--jina-embeddings-v3,MODEL,jina-embeddings-v3,,,https://huggingface.co/jinaai/jina-embeddings-v3,jinaai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:sentence-transformers-testing--stsb-bert-tiny-safetensors,MODEL,stsb-bert-tiny-safetensors,,,https://huggingface.co/sentence-transformers-testing/stsb-bert-tiny-safetensors,sentence-transformers-testing,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:sentence-transformers--paraphrase-mpnet-base-v2,MODEL,paraphrase-mpnet-base-v2,,,https://huggingface.co/sentence-transformers/paraphrase-mpnet-base-v2,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:intfloat--multilingual-e5-large-instruct,MODEL,multilingual-e5-large-instruct,,,https://huggingface.co/intfloat/multilingual-e5-large-instruct,intfloat,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:sentence-transformers--paraphrase-minilm-l6-v2,MODEL,paraphrase-MiniLM-L6-v2,,,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L6-v2,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:cambridgeltl--sapbert-from-pubmedbert-fulltext,MODEL,SapBERT-from-PubMedBERT-fulltext,,,https://huggingface.co/cambridgeltl/SapBERT-from-PubMedBERT-fulltext,cambridgeltl,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:alibaba-nlp--gte-multilingual-base,MODEL,gte-multilingual-base,,,https://huggingface.co/Alibaba-NLP/gte-multilingual-base,Alibaba-NLP,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:sahilchachra--unlimited-ocr-awq,MODEL,Unlimited-OCR-AWQ,,,https://huggingface.co/sahilchachra/Unlimited-OCR-AWQ,sahilchachra,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:laion--clap-htsat-unfused,MODEL,clap-htsat-unfused,,,https://huggingface.co/laion/clap-htsat-unfused,laion,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:sentence-transformers--distiluse-base-multilingual-cased-v2,MODEL,distiluse-base-multilingual-cased-v2,,,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:qdrant--bge-small-en-v1.5-onnx-q,MODEL,bge-small-en-v1.5-onnx-Q,,,https://huggingface.co/Qdrant/bge-small-en-v1.5-onnx-Q,Qdrant,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:qdrant--all-minilm-l6-v2-onnx,MODEL,all-MiniLM-L6-v2-onnx,,,https://huggingface.co/Qdrant/all-MiniLM-L6-v2-onnx,Qdrant,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:baai--bge-large-zh-v1.5,MODEL,bge-large-zh-v1.5,,,https://huggingface.co/BAAI/bge-large-zh-v1.5,BAAI,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:microsoft--wavlm-large,MODEL,wavlm-large,,,https://huggingface.co/microsoft/wavlm-large,microsoft,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:whereisai--uae-large-v1,MODEL,UAE-Large-V1,,,https://huggingface.co/WhereIsAI/UAE-Large-V1,WhereIsAI,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.441588+00:00
model:hf:allenai--specter2_base,MODEL,specter2_base,,,https://huggingface.co/allenai/specter2_base,allenai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:taylorai--bge-micro-v2,MODEL,bge-micro-v2,,,https://huggingface.co/TaylorAI/bge-micro-v2,TaylorAI,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:unslothai--1,MODEL,1,,,https://huggingface.co/unslothai/1,unslothai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:gabor-hosu--e5-mistral-7b-instruct-bnb-4bit,MODEL,e5-mistral-7b-instruct-bnb-4bit,,,https://huggingface.co/gabor-hosu/e5-mistral-7b-instruct-bnb-4bit,gabor-hosu,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sentence-transformers--distiluse-base-multilingual-cased-v1,MODEL,distiluse-base-multilingual-cased-v1,,,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v1,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:alibaba-nlp--gte-large-en-v1.5,MODEL,gte-large-en-v1.5,,,https://huggingface.co/Alibaba-NLP/gte-large-en-v1.5,Alibaba-NLP,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:neuml--pubmedbert-base-embeddings,MODEL,pubmedbert-base-embeddings,,,https://huggingface.co/NeuML/pubmedbert-base-embeddings,NeuML,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:microsoft--wavlm-base-plus,MODEL,wavlm-base-plus,,,https://huggingface.co/microsoft/wavlm-base-plus,microsoft,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:jinaai--jina-embeddings-v2-small-en,MODEL,jina-embeddings-v2-small-en,,,https://huggingface.co/jinaai/jina-embeddings-v2-small-en,jinaai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:unslothai--repeat,MODEL,repeat,,,https://huggingface.co/unslothai/repeat,unslothai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:deepseek-ai--deepseek-ocr-2,MODEL,DeepSeek-OCR-2,,,https://huggingface.co/deepseek-ai/DeepSeek-OCR-2,deepseek-ai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:snowflake--snowflake-arctic-embed-l-v2.0,MODEL,snowflake-arctic-embed-l-v2.0,,,https://huggingface.co/Snowflake/snowflake-arctic-embed-l-v2.0,Snowflake,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:octen--octen-embedding-8b,MODEL,Octen-Embedding-8B,,,https://huggingface.co/Octen/Octen-Embedding-8B,Octen,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:baai--bge-base-zh-v1.5,MODEL,bge-base-zh-v1.5,,,https://huggingface.co/BAAI/bge-base-zh-v1.5,BAAI,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:nvidia--nemotron-3-nano-omni-30b-a3b-reasoning-fp8,MODEL,Nemotron-3-Nano-Omni-30B-A3B-Reasoning-FP8,,,https://huggingface.co/nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-FP8,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sentence-transformers--paraphrase-minilm-l3-v2,MODEL,paraphrase-MiniLM-L3-v2,,,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L3-v2,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sentence-transformers--multi-qa-minilm-l6-cos-v1,MODEL,multi-qa-MiniLM-L6-cos-v1,,,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:jinaai--jina-reranker-v3,MODEL,jina-reranker-v3,,,https://huggingface.co/jinaai/jina-reranker-v3,jinaai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sentence-transformers--labse,MODEL,LaBSE,,,https://huggingface.co/sentence-transformers/LaBSE,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:yitutech--conv-bert-base,MODEL,conv-bert-base,,,https://huggingface.co/YituTech/conv-bert-base,YituTech,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:ai-sage--giga-embeddings-instruct,MODEL,Giga-Embeddings-instruct,,,https://huggingface.co/ai-sage/Giga-Embeddings-instruct,ai-sage,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:openbmb--minicpm-o-4_5,MODEL,MiniCPM-o-4_5,,,https://huggingface.co/openbmb/MiniCPM-o-4_5,openbmb,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:nvidia--nemotron-3-embed-1b-bf16,MODEL,Nemotron-3-Embed-1B-BF16,,,https://huggingface.co/nvidia/Nemotron-3-Embed-1B-BF16,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:xenova--paraphrase-multilingual-minilm-l12-v2,MODEL,paraphrase-multilingual-MiniLM-L12-v2,,,https://huggingface.co/Xenova/paraphrase-multilingual-MiniLM-L12-v2,Xenova,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sentence-transformers--nli-mpnet-base-v2,MODEL,nli-mpnet-base-v2,,,https://huggingface.co/sentence-transformers/nli-mpnet-base-v2,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:opengvlab--internvl2-1b,MODEL,InternVL2-1B,,,https://huggingface.co/OpenGVLab/InternVL2-1B,OpenGVLab,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:nvidia--nemotron-3-nano-omni-30b-a3b-reasoning-nvfp4,MODEL,Nemotron-3-Nano-Omni-30B-A3B-Reasoning-NVFP4,,,https://huggingface.co/nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-NVFP4,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:nvidia--dragon-multiturn-query-encoder,MODEL,dragon-multiturn-query-encoder,,,https://huggingface.co/nvidia/dragon-multiturn-query-encoder,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:nvidia--dragon-multiturn-context-encoder,MODEL,dragon-multiturn-context-encoder,,,https://huggingface.co/nvidia/dragon-multiturn-context-encoder,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:opengvlab--internvl2-2b,MODEL,InternVL2-2B,,,https://huggingface.co/OpenGVLab/InternVL2-2B,OpenGVLab,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:rammanavalan--qwen3-vl-embedding-8b-fp8,MODEL,Qwen3-VL-Embedding-8B-FP8,,,https://huggingface.co/RamManavalan/Qwen3-VL-Embedding-8B-FP8,RamManavalan,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:boboliu--qwen3-embedding-4b-w4a16-g128,MODEL,Qwen3-Embedding-4B-W4A16-G128,,,https://huggingface.co/boboliu/Qwen3-Embedding-4B-W4A16-G128,boboliu,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:jhgan--ko-sroberta-multitask,MODEL,ko-sroberta-multitask,,,https://huggingface.co/jhgan/ko-sroberta-multitask,jhgan,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:naver--splade-cocondenser-selfdistil,MODEL,splade-cocondenser-selfdistil,,,https://huggingface.co/naver/splade-cocondenser-selfdistil,naver,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sentence-transformers--paraphrase-albert-small-v2,MODEL,paraphrase-albert-small-v2,,,https://huggingface.co/sentence-transformers/paraphrase-albert-small-v2,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:facebook--hubert-base-ls960,MODEL,hubert-base-ls960,,,https://huggingface.co/facebook/hubert-base-ls960,facebook,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:unslothai--lambda,MODEL,lambda,,,https://huggingface.co/unslothai/lambda,unslothai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:snowflake--snowflake-arctic-embed-s,MODEL,snowflake-arctic-embed-s,,,https://huggingface.co/Snowflake/snowflake-arctic-embed-s,Snowflake,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:cl-nagoya--ruri-v3-310m,MODEL,ruri-v3-310m,,,https://huggingface.co/cl-nagoya/ruri-v3-310m,cl-nagoya,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:nomic-ai--nomic-embed-code,MODEL,nomic-embed-code,,,https://huggingface.co/nomic-ai/nomic-embed-code,nomic-ai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sbintuitions--sarashina-embedding-v1-1b,MODEL,sarashina-embedding-v1-1b,,,https://huggingface.co/sbintuitions/sarashina-embedding-v1-1b,sbintuitions,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:bkai-foundation-models--vietnamese-bi-encoder,MODEL,vietnamese-bi-encoder,,,https://huggingface.co/bkai-foundation-models/vietnamese-bi-encoder,bkai-foundation-models,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:openvla--openvla-7b,MODEL,openvla-7b,,,https://huggingface.co/openvla/openvla-7b,openvla,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:fremycompany--biolord-2023,MODEL,BioLORD-2023,,,https://huggingface.co/FremyCompany/BioLORD-2023,FremyCompany,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:nvidia--llama-nemotron-embed-1b-v2,MODEL,llama-nemotron-embed-1b-v2,,,https://huggingface.co/nvidia/llama-nemotron-embed-1b-v2,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:emrecan--bert-base-turkish-cased-mean-nli-stsb-tr,MODEL,bert-base-turkish-cased-mean-nli-stsb-tr,,,https://huggingface.co/emrecan/bert-base-turkish-cased-mean-nli-stsb-tr,emrecan,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:hf:sentence-transformers--msmarco-bert-base-dot-v5,MODEL,msmarco-bert-base-dot-v5,,,https://huggingface.co/sentence-transformers/msmarco-bert-base-dot-v5,sentence-transformers,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=feature-extraction&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.442604+00:00
model:guardrails-ai/guardrails,MODEL,guardrails,Adding guardrails to large language models.,https://guardrailsai.com/docs,https://github.com/guardrails-ai/guardrails,guardrails-ai,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:opengvlab/interngpt,MODEL,InternGPT,"InternGPT (iGPT) is an open source demo platform where you can easily showcase your AI models. Now it supports DragGAN, ChatGPT, ImageBind, multimodal chat like GPT-4, SAM, interactive image editing, etc. Try it at igpt.opengvlab.com (支持DragGAN、ChatGPT、ImageBind、SAM的在线Demo系统)",https://igpt.opengvlab.com,https://github.com/opengvlab/interngpt,OpenGVLab,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:opengvlab/internimage,MODEL,InternImage,[CVPR 2023 Highlight] InternImage: Exploring Large-Scale Vision Foundation Models with Deformable Convolutions,https://arxiv.org/abs/2211.05778,https://github.com/opengvlab/internimage,OpenGVLab,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
